textgroup;context;source;language;plural;translation
default;;"Exit full screen";fr;0;"Quitter le mode plein écran"
default;;"Exit full screen";nl;0;"Volledig scherm afsluiten"
default;;"Expiration date of a page has elapsed";fr;0;"La date d'expiration de la page est écoulée"
default;;"Expiration date of a page has elapsed";nl;0;"Depublicatiedatum van een pagina is verstreken"
default;;"Expiration date of a page is within two weeks";fr;0;"La date d'expiration de la page est dans 2 semaines."
default;;"Expiration date of a page is within two weeks";nl;0;"Depublicatiedatum van een pagina is over 2 weken"
default;;"Export CSV";fr;0;"Exporter CSV"
default;;"Export CSV";nl;0;"Exporteer naar CSV-bestand"
default;;"Export creation complete. Your download should begin now. If it does not start, <a href=""!href"">download the file here</a>. This file may only be downloaded once.";fr;0;"Création de l'exportation complète. Votre téléchargement devrait commencer maintenant. Si il ne commence pas, <a href=""!href""télécharger le fichier ici</a>. Ce fichier ne peut être téléchargé qu'une seule fois."
default;;"Export creation complete. Your download should begin now. If it does not start, <a href=""!href"">download the file here</a>. This file may only be downloaded once.";nl;0;"Het bestand met de inzendingen werd aangemaakt en zal dadelijk worden gedownload. Als de download niet start, <a href=""!href"">klik dan hier</a>. Dit bestand kan eenmalig worden gedownload."
default;;"Export format";fr;0;"Exporter format"
default;;"Export format";nl;0;Exportformaat
default;;"Export is starting up.";fr;0;"Début de l'exportation."
default;;"Export is starting up.";nl;0;"Het exporteren van het bestand is aan het opstarten."
default;;"Export quiz results";fr;0;"Exporter les résultats du questionnaire."
default;;"Export quiz results";nl;0;"Quiz resultaten exporteren"
default;;"Export quiz results of %title";fr;0;"Exporter les résultats du questionnaire %title"
default;;"Export quiz results of %title";nl;0;"Exporteer de quizresultaten van %title."
default;;"Export results";fr;0;"Exporter les résultats"
default;;"Export results";nl;0;"Resultaten exporteren"
default;;"Export the bibliographical reference (.RIS)";fr;0;"Exporter la référence bibliographique (.RIS)"
default;;"Export the bibliographical reference (.RIS)";nl;0;"Link naar de bibliografische referentie (.RIS)"
default;;"Exported @count of @total submissions...";fr;0;" @count de @total contributions sont exportés "
default;;"Exported @count of @total submissions...";nl;0;"@count van de @total inzendingen geëxporteerd."
default;;"Exporting @percentage% complete,";fr;0;"Exportation complète à @percentage%."
default;;"Exporting @percentage% complete,";nl;0;"Exporteren: @percentage% afgerond."
default;;"Exporting submissions";fr;0;"En train d'exporter des contributions"
default;;"Exporting submissions";nl;0;"Inzendingen exporteren"
default;;"Extended news view";fr;0;"Vue de nouvelle étendue"
default;;"Extended news view";nl;0;"Middellang nieuwsoverzicht"
default;;"Extended news view (title + date + image)";fr;0;"Vue de nouvelle étendue (titre + date + image)"
default;;"Extended news view (title + date + image)";nl;0;"Middellang nieuwsoverzicht (titel, datum en afbeelding)"
default;;External;fr;0;Externe
default;;External;nl;0;"Externe link"
default;;"External URL";fr;0;"URL externe"
default;;"External URL";nl;0;"Externe link"
default;;"External URLs";fr;0;"URL externes"
default;;"External URLs";nl;0;"Externe URL's"
default;;"External link";fr;0;"Lien externe"
default;;"External link";nl;0;"Externe link"
default;;Extra;fr;0;extra
default;;Extra;nl;0;"Extra paddlets"
default;;False;nl;0;"Niet waar"
default;;"Fast (3s)";fr;0;"vite (3s)"
default;;"Fast (3s)";nl;0;"Snel (3s)"
default;;"Fat footer";fr;0;"Pied de page gras"
default;;"Fat footer";nl;0;"Dikke footer (L1 + L2 menu items zullen tonen wanneer beschikbaar)"
default;;"Featured image";fr;0;"L'image sélectionnée"
default;;"Featured image";nl;0;Hoofdafbeelding
default;;"Featured image position";nl;0;"Positie hoofdafbeelding"
default;;"Featured image, name and body summary or first paragraph of the body if it doesn't exist";nl;0;"Afbeelding, naam en samenvatting of eerste paragraaf van de inhoud als er geen aparte samenvatting is ingevuld"
default;;"Featured image, name and description";nl;0;"Afbeelding, titel en omschrijving"
default;;February;fr;0;Fevrier
default;;February;nl;0;februari
default;;"Federal branding";fr;0;"Marque fédérale"
default;;"Federal branding";nl;0;"Federale huisstijl"
default;;"Field Key";fr;0;"Clé champ"
default;;"Field Key";nl;0;Sleutelveld
default;;Fieldset;fr;0;"Groupe de champs"
default;;Fieldset;nl;0;Veldengroep
default;;"Fieldsets allow you to organize multiple fields into groups.";fr;0;" Des groupe de champs vous permettrez d'organiser plusieurs champs dans des groupes."
default;;"Fieldsets allow you to organize multiple fields into groups.";nl;0;"Met veldengroepen kunnen complexe webformulieren worden gestructureerd door velden te groeperen."
default;;File;fr;0;Fichier
default;;File;nl;0;Bestand
default;;"File size @value is not a valid filesize. Use a value such as 2 MB or 800 KB.";fr;0;"Taille du fichier @value n'est pas une taille valide. Utiliser une valeur telle que 2 MB ou 800 KB."
default;;"File size @value is not a valid filesize. Use a value such as 2 MB or 800 KB.";nl;0;"Bestandsgrootte @value is geen geldige bestandsgrootte. Gebruik een waarde zoals bv. 2 MB of 800 KB."
default;;"File size ascending";fr;0;"Taille du fichier croissant"
default;;"File size ascending";nl;0;"Bestandsgrootte oplopend"
default;;"File size descending";fr;0;"Taille du fichier décroissant"
default;;"File size descending";nl;0;"Bestandsgrootte aflopend"
default;;Filename;fr;0;" Nom du fichier	"
default;;Filename;nl;0;Bestandsnaam
default;;"Files must be less than !size.";fr;0;" Les fichiers doivent peser moins de !size.	"
default;;"Files must be less than !size.";nl;0;"Bestanden moeten kleiner zijn dan !size."
default;;"Filesize (KB)";fr;0;" Taille du fichier	"
default;;"Filesize (KB)";nl;0;"Bestandsgrootte (KB)"
default;;"Filter by %vocabulary tags";fr;0;"Filtrer par %vocabulary tags"
default;;"Filter by %vocabulary tags";nl;0;"Filter op %vocabulary"
default;;"Filter by @title:";fr;0;"Filtrer par @title:"
default;;"Filter by @title:";nl;0;"Filter op @title:"
default;;"Filter by content type";fr;0;"Filtrer par type de contenu"
default;;"Filter by content type";nl;0;"Filter op inhoudstype"
default;;"Filter by content types";fr;0;"Filtrer par types de contenu"
default;;"Filter by content types";nl;0;"Filter op content types"
default;;"Filter by tag";fr;0;"Filtrer par étiquette"
default;;"Filter by tag";nl;0;"Filter op tag"
default;;Finish;fr;0;Finir
default;;Finish;nl;0;Opslaan
default;;"Finished and draft submissions";fr;0;"Contributions finies et sous forme de brouillon"
default;;"Finished and draft submissions";nl;0;"Voltooide- en conceptinzendingen"
default;;"Finished submissions only";fr;0;"Seulements des contributions fini"
default;;"Finished submissions only";nl;0;"Alleen voltooide inzendingen"
default;;"First name";fr;0;prénom
default;;"First name";nl;0;Voornaam
default;;"First page label";fr;0;"Étiquette première page"
default;;"First page label";nl;0;"Label voor startknop"
default;;Fixed;de;0;Statisch
default;;Fixed;fr;0;Fixe
default;;Fixed;nl;0;"Afbeelding behoudt positie"
default;;Flanders;fr;0;Flandre
default;;Flanders;nl;0;Vlaanderen
default;;"Fly-out menu";fr;0;"Fly-out menu"
default;;"Fly-out menu";nl;0;"Fly-out navigatie"
default;;"Font Family";nl;0;Lettertype
default;;"Font Size";nl;0;Tekstgrootte
default;;"Font family";nl;0;Lettertype
default;;"Font size";nl;0;Tekstgrootte
default;;Footer;de;0;Fußbereich
default;;Footer;fr;0;"Pied de page"
default;;Footer;nl;0;Footer
default;;"Footer links level 1";fr;0;"Pied de page, gauche, niveau 1"
default;;"Footer links level 1";nl;0;"Footer L1 menu items"
default;;"Footer links level 2";fr;0;"Pied de page, gauche, niveau 2"
default;;"Footer links level 2";nl;0;"Footer L2 menu items"
default;;"Footer text";nl;0;Voettekst
default;;Footernavigatie;fr;0;"Navigation du bas de page"
default;;"Force all webform e-mails to be sent in the default format.";fr;0;"Forcer l'envoi de tous les courriels du formulaire web dans le format par défaut."
default;;"Force all webform e-mails to be sent in the default format.";nl;0;"Alle webform e-mails geforceerd in het standaardformaat versturen."
default;;"Forgot your password? Don't have a password yet?";fr;0;"Avez-vous oublié votre mot de passe? N'avez-vous pas déjà un mot de passe?"
default;;"Forgot your password? Don't have a password yet?";nl;0;"Wachtwoord vergeten? Nog geen wachtwoord?"
default;;"Forgotten your password?";nl;0;"Wachtwoord vergeten?"
default;;Form;fr;0;Formulaire
default;;Form;nl;0;Webformulier
default;;"Form builder fields";fr;0;"Champs du constructeur de formulaires"
default;;"Form builder fields";nl;0;"Webformulier velden"
default;;"Form components";fr;0;"Composant de la formulaire"
default;;"Form components";nl;0;Besturingselementen
default;;"Form only";fr;0;"Formulaires uniquement"
default;;"Form only";nl;0;"Alleen formulier"
default;;"Form preview";fr;0;"Aperçu du formulaire"
default;;"Form preview";nl;0;"Voorvertoning webformulier"
default;;"Form reCAPTCHA settings";nl;0;"reCAPTCHA instellingen"
default;;"Form settings";fr;0;"paramètres des formulaires"
default;;"Form settings";nl;0;Formulierinstellingen
default;;"Form submission from: [node:title]";fr;0;"contributions de la formulaire de: [node:title]"
default;;"Form submission from: [node:title]";nl;0;"Formulier ingediend vanaf: [node:title]"
default;;"Form submissions will be e-mailed to this address. Any email, select, or hidden form element may be selected as the recipient address. Multiple e-mail addresses may be separated by commas.";fr;0;"contributions de la formulaire sera envoyer par email à cette adresse. Tous les emails, sélection ou élément de formulaire caché, peut être sélectionnez comme adresse du destinataire.  Plusieurs adresses doivent être séparés par des virgules."
default;;"Form submissions will be e-mailed to this address. Any email, select, or hidden form element may be selected as the recipient address. Multiple e-mail addresses may be separated by commas.";nl;0;"Formulierinzendingen worden gemaild naar dit adres. Elk e-mail, selectie of verborgen formulier-element kan gebruikt worden als e-mailadres van de ontvanger. Meerdere e-mailadressen dienen gescheiden te worden m.b.v. komma's."
default;;"Form: !form";fr;0;"Formulaire: !form"
default;;"Form: !form";nl;0;"Formulier: !form"
default;;"Format ""MM/YYYY"".";nl;0;"Formaat ""MM/YYYY""."
default;;Formbuilder;fr;0;"Constructeur de formulaires"
default;;Formbuilder;nl;0;Webformulieren
default;;Fr;nl;0;Vr
default;;Free;fr;0;gratuit
default;;Free;nl;0;"Alle paddlets"
default;;Fri;fr;0;Ven
default;;Fri;nl;0;vr
default;;Friday;fr;0;vendredi
default;;Friday;nl;0;vrijdag
default;;From;fr;0;De
default;;From;nl;0;Van
default;;"From %from_state --> %to_state on %date by !user";fr;0;"De %from_state le %date par !user"
default;;"From %from_state --> %to_state on %date by !user";nl;0;"Van %from_state --> %to_state op %date door !user"
default;;"From (original URL)";fr;0;"De (URL originale)"
default;;"From (original URL)";nl;0;"Van (Unieke URL)"
default;;"From address";fr;0;"Adresse d'expédition"
default;;"From address";nl;0;"E-mailadres afzender"
default;;"From email address";fr;0;"Adresse de courriel d'expédition"
default;;"From email address";nl;0;"E-mailadres van afzender"
default;;"From name";fr;0;"De nom"
default;;"From name";nl;0;"Naam van de afzender"
default;;From:;fr;0;"De: "
default;;From:;nl;0;"Van de:"
default;;"Full name";fr;0;"nom complet"
default;;"Full name";nl;0;"Volledige naam"
default;;"Full screen";nl;0;"Volledig scherm"
default;;"Full, human-readable options (values)";fr;0;"Plein, Options (valeurs) lisibles par l'homme"
default;;"Full, human-readable options (values)";nl;0;"Volledige, door mens-leesbare opties (waarden)"
default;;Function;fr;0;Fonction
default;;Function;nl;0;Functietitel
default;;"General settings";nl;0;"Algemene instellingen"
default;;"General tags";fr;0;"étiquettes génerales"
default;;"General tags";nl;0;"Trefwoorden uit de algemene woordenlijst"
default;;"General vocabulary";fr;0;"vocabulaire general"
default;;"General vocabulary";nl;0;"Algemene woordenlijst"
default;;"Generate PDF";nl;0;"Genereer PDF"
default;;"Generate PDF Document.";nl;0;"Genereer PDF bestand"
default;;"Generate automatic URL alias";fr;0;"Génerer des alias URL automatique"
default;;"Generate automatic URL alias";nl;0;"Genereer automatisch een url alias"
default;;"Generate timestamp automatically";nl;0;"Timestamp automatisch genereren"
default;;"Get a status report about available updates for your installed modules and themes.";de;0;"Erhalten Sie einen Statusbericht über verfügbare Aktualisierungen Ihrer installierten Module und Themes."
default;;"Get a status report about available updates for your installed modules and themes.";fr;0;"Afficher l'état des mises à  jour disponibles pour vos modules et thêmes."
default;;"Get a status report about available updates for your installed modules and themes.";nl;0;"Statusrapport weergeven van beschikbare nieuwe versies van modules en themes,"
default;;"Get started with these materials and services";nl;0;"Ga aan de slag met deze materialen en diensten"
default;;"Get the included materials/services from the website:";fr;0;"Obtenez les matériaux / services inclus sur le site:"
default;;"Get the included materials/services from the website:";nl;0;"Haal de meegeleverde materialen / diensten af van de website van de ontwikkelaar:"
default;;"Give the RSS feed a title, which you can edit when creating an RSS feed.";nl;0;"Geef de RSS lijst een titel, deze kan je nog aanpassen bij het aanmaken van een RSS."
